cs_M1_rpm;Panel;LW;310;;16-bit Unsigned
cs_M2_rpm;Panel;LW;311;;16-bit Unsigned
do_Y1_on;Panel;LW;400;;16-bit Unsigned
do_Y2_on;Panel;LW;401;;16-bit Unsigned
do_TEHair_on;Panel;LW;402;;16-bit Unsigned
do_dehum_on;Panel;LW;403;;16-bit Unsigned
do_pump_on;Panel;LW;404;;16-bit Unsigned
do_valve_on;Panel;LW;405;;16-bit Unsigned
do_M2_out;Panel;LW;406;;16-bit Unsigned
do_TEHcondenser_out;Panel;LW;407;;16-bit Unsigned
ao_M1_out;Panel;LW;408;;16-bit Unsigned
ao_lamp_work;Panel;LW;409;;16-bit Unsigned
ao_lamp_alarm;Panel;LW;410;;16-bit Unsigned
ao4;Panel;LW;411;;16-bit Unsigned
ao5;Panel;LW;412;;16-bit Unsigned
ao6;Panel;LW;413;;16-bit Unsigned
ao7;Panel;LW;414;;16-bit Unsigned
ao8;Panel;LW;415;;16-bit Unsigned
PWMon1;Panel;LW;416;;16-bit Unsigned
PWMon2;Panel;LW;417;;16-bit Unsigned
PWMon3;Panel;LW;418;;16-bit Unsigned
PWMon4;Panel;LW;419;;16-bit Unsigned
PWMon5;Panel;LW;420;;16-bit Unsigned
PWMon6;Panel;LW;421;;16-bit Unsigned
PWMon7;Panel;LW;422;;16-bit Unsigned
PWMon8;Panel;LW;423;;16-bit Unsigned
PWMout1;Panel;LW;424;;16-bit Unsigned
PWMout2;Panel;LW;425;;16-bit Unsigned
PWMout3;Panel;LW;426;;16-bit Unsigned
PWMout4;Panel;LW;427;;16-bit Unsigned
PWMout5;Panel;LW;428;;16-bit Unsigned
PWMout6;Panel;LW;429;;16-bit Unsigned
PWMout7_M2;Panel;LW;430;;16-bit Unsigned
PWMout8_TEHcondenser;Panel;LW;431;;16-bit Unsigned
command_from_pult;Panel;LW;1000;Код команды от пульта;16-bit Unsigned
alarms;Panel;LW;2000;Отказы системы;32-bit Unsigned
alarms_type1;Panel;LW;2000;Отказы системы тип 1;16-bit Unsigned
alarms_type2;Panel;LW;2001;Отказы системы тип 2;16-bit Unsigned
alarms_type3;Panel;LW;2002;Отказы системы тип 3 (расшифровка);16-bit Unsigned
window_number_on_main;Panel;LW;3000;Номер окна;16-bit Unsigned
mode_select;Panel;LW;3001;Выбор режима;16-bit Unsigned
stage_select;Panel;LW;3002;Выбор этапа;16-bit Unsigned
cnt_time_sec_decontamination;Panel;LW;3004;Счётчик длительности (в секундах);16-bit Unsigned
cnt_time_min_decontamination;Panel;LW;3006;Счётчик длительности (в минутах);16-bit Unsigned
cnt_time_hour_decontamination;Panel;LW;3007;Счётчик длительности (в часах);16-bit Unsigned
cnt_max_dehumi_time_sec;Panel;LW;3008;Счётчик максимально допустимого времени;16-bit Unsigned
pump_stage_work;Panel;LW;3010;этап работы насоса (всего 4);16-bit Unsigned
pump_cnt_ON;Panel;LW;3011;счётчик включенного состояния насоса;16-bit Unsigned
pump_cnt_OFF;Panel;LW;3012;счётчик отключенного состояния насоса;16-bit Unsigned
pump_stage_work_mem;Panel;LW;3013;память режима работы насоса (в алгоритме переключения);16-bit Unsigned
cnt_H2O2_sensor_prepare_to_work;Panel;LW;3014;счетчик времени прогрева;16-bit Unsigned
window_number_confirm;Panel;LW;3015;номер окна в которое выводятся подтверждения операций;16-bit Unsigned
cnt_time_pause_sec;Panel;LW;3016;счётчик секунд паузы (обратный отсчёт);16-bit Unsigned
cnt_time_pause_min;Panel;LW;3017;счетчик минут паузы (обратный отсчёт);16-bit Unsigned
mode_mem;Panel;LW;3020;Память режима;16-bit Unsigned
stage_mem;Panel;LW;3021;Память этапа;16-bit Unsigned
cnt_alarm_link;Panel;LW;3030;;16-bit Unsigned
emul_mkai_concentration_H2O2;Panel;LW;3040;;16-bit Unsigned
emul_mkai_temperature_air;Panel;LW;3041;;16-bit Unsigned
emul_mkai_humidity_air;Panel;LW;3042;;16-bit Unsigned
emul_mk_ai4;Panel;LW;3043;;16-bit Unsigned
emul_mkai_temperature_TEH_condenser;Panel;LW;3044;;16-bit Unsigned
emul_mkai_temperature_TEH_air;Panel;LW;3045;;16-bit Unsigned
emul_mk_ai7;Panel;LW;3046;;16-bit Unsigned
emul_mk_ai8;Panel;LW;3047;;16-bit Unsigned
emul_mk_di1;Panel;LW;3048;;16-bit Unsigned
emul_mk_di2;Panel;LW;3049;;16-bit Unsigned
emul_mkdi_Y1_close;Panel;LW;3050;;16-bit Unsigned
emul_mkdi_Y1_open;Panel;LW;3051;;16-bit Unsigned
emul_mkdi_Y2_close;Panel;LW;3052;;16-bit Unsigned
emul_mkdi_Y2_open;Panel;LW;3053;;16-bit Unsigned
emul_mkdi_ts;Panel;LW;3054;;16-bit Unsigned
emul_mk_di8;Panel;LW;3055;;16-bit Unsigned
emul_mkcs_M1_rpm;Panel;LW;3056;;16-bit Unsigned
emul_mkcs_M2_rpm;Panel;LW;3057;;16-bit Unsigned
emul_mk_cs3;Panel;LW;3058;;16-bit Unsigned
emul_mk_cs4;Panel;LW;3059;;16-bit Unsigned
emul_mk_cs5;Panel;LW;3060;;16-bit Unsigned
emul_mk_cs6;Panel;LW;3061;;16-bit Unsigned
emul_mk_cs7;Panel;LW;3062;;16-bit Unsigned
emul_mk_cs8;Panel;LW;3063;;16-bit Unsigned
ret_read_mk;Panel;LW;3064;;16-bit Unsigned
ret_write_mk1;Panel;LW;3065;;16-bit Unsigned
ret_write_mk2;Panel;LW;3066;;16-bit Unsigned
time_concentration_gaining;Panel;LW;3070;Время набора концентрации (в минутах);16-bit Unsigned
time_concentration_gaining_prelim;Panel;LW;3071;Время выхода на промежуточное значение концентрации;16-bit Unsigned
concentration_H2O2_prelim;Panel;LW;3072;;16-bit Unsigned
cnt_time_concentration_gaining_sec;Panel;LW;3073;;16-bit Unsigned
cnt_time_concentration_gaining_min;Panel;LW;3074;;16-bit Unsigned
cnt_time_concentration_gaining_hour;Panel;LW;3075;;16-bit Unsigned
time_desactivation;Panel;LW;3076;Время дезактивации;16-bit Unsigned
time_desactivation_sec;Panel;LW;3077;;16-bit Unsigned
time_desactivation_min;Panel;LW;3078;;16-bit Unsigned
time_desactivation_hour;Panel;LW;3079;;16-bit Unsigned
capacity_solution_H2O2;Panel;LW;3080;Объем раствора перекиси;16-bit Unsigned
window_login;Panel;LW;3082;Номер окна для ввода пароля;16-bit Unsigned
cnt_time_TE_condenser_out_of_range;Panel;LW;3084;счётчик;16-bit Unsigned
cnt_time_TE_air_out_of_range;Panel;LW;3085;счётчик;16-bit Unsigned
cnt_time_rpm_M1_out_of_range;Panel;LW;3086;счётчик;16-bit Unsigned
cnt_time_rpm_M2_out_of_range;Panel;LW;3087;счётчик;16-bit Unsigned
M1_out;Panel;LW;3088;Выход на М1 в процентах;16-bit Unsigned
M2_out;Panel;LW;3089;Выход на М2 в процентах;16-bit Unsigned
cnt_time_stage_conc_gaining_pump_on_first;Panel;LW;3090;Счётчик;16-bit Unsigned
cnt_time_concentration_out_of_range;Panel;LW;3091;Счётчик;16-bit Unsigned
cnt_time_damperY1;Panel;LW;3093;Счётчик;16-bit Unsigned
cnt_time_damperY2;Panel;LW;3094;Счётчик;16-bit Unsigned
cnt_max_ext_dehum_time_min;Panel;LW;3095;Счётчик;16-bit Unsigned
cnt_max_ext_dehum_time_sec;Panel;LW;3096;Счётчик;16-bit Unsigned
cnt_max_count_start_ext_dehum;Panel;LW;3097;Счётчик;16-bit Unsigned
cnt_max_dehumi_time_min;Panel;LW;3098;Счётчик максимально допустимого времени (в минутах);16-bit Unsigned
cnt_max_dehumi_time_hour;Panel;LW;3099;Счётчик максимально допустимого времени (в часах);16-bit Unsigned
pid_S_TEH;Panel;LW;3100;;32-bit Float
pid_S_TEHl;Panel;LW;3101;;32-bit Float
pid_E_TEH;Panel;LW;3102;;32-bit Float
pid_E_TEHl;Panel;LW;3103;;32-bit Float
pid_U_TEH;Panel;LW;3104;;32-bit Float
pid_U_TEHl;Panel;LW;3105;;32-bit Float
pid_X_TEH;Panel;LW;3106;;32-bit Float
pid_X_TEHl;Panel;LW;3107;;32-bit Float
